STATECASESID,DATE_,STATECODE,POSITIVE_,NEGATIVE,TOTALRESULTS,HOSPITILIZED_CURRENTLY,INICU_CURRENTLY,ONVENTILATOR_CUMULATIVE,RECOVERED,DATAQUALITYGRADE,DEATH,HOSPITALIZED,TOTALTESTVIRAL,NEGATIVETESTSVIRAL,POSITIVETESTSVIRAL,POSITIVECASEVIRAL,DEATHCONFIRMED,DEATHINCREASE,HOSPITALIZEDINCREASE,HASH_
4812,13-10-2020,VT,1891,170882,334028,5,,,1673,B,58,,334028,,,1886,58,0,0,72666e1e32eec24f84f8061f69b88439d1a7cc51
4813,13-10-2020,WA,97268,2029133,2123908,376,76,,,B,2211,7874,,,,95649,2190,21,88,8e5d0939c349d79137f48a0d9895ad07e03e44a0
4814,13-10-2020,WI,163759,1556954,2719579,959,243,,123196,A+,1518,8601,,,,155471,1508,34,147,37bc640d5d84677a3a787dc6dee2f5c534a1d54b
4815,13-10-2020,WV,18555,626111,644666,181,61,,13481,B,387,,644019,,,17908,383,2,0,7f20efdc884b758b67ef480096148ac8d2d68778
4816,13-10-2020,WY,7964,105879,221182,46,,,6181,B,57,343,221182,212943,8239,6740,,3,5,6ed01dc6ab4b0a8d8fbde8d73042f0ebc057da6a
4817,12-10-2020,AK,9903,496024,505927,52,,,5802,A,60,352,505927,495867,9748,,60,0,7,d893d4573455c2af716408b7a9653458a9fccaaf
4818,12-10-2020,AL,166076,1068387,1214610,856,,1068,71240,A,2665,18179,,,,146223,2509,1,0,0d7cc7f99fe5fa7326e3407c529382698cc33470
4819,12-10-2020,AR,93487,1066196,1155066,608,256,737,84055,A+,1586,5960,1155066,1066196,,88870,1438,17,50,fad5ad4b5898dbad6e7c71073f8414ce33bb422b
4820,12-10-2020,AS,0,1616,1616,,,,,D,0,,1616,,,0,,0,0,3b9a8df1a9d6b4000beeeddb9022edd3c197398f
4821,12-10-2020,AZ,226050,1353061,2403048,667,155,,37287,A+,5759,20257,2403048,,,221139,5472,0,4,db5d7ac38fd49f46ab58a5c8dfd7ac292ec3534a
4822,12-10-2020,CA,850028,15341313,16191341,3070,736,,,B,16572,,16191341,,,850028,,8,0,8820e34e1ea0340c79a1b09e56cb0f6967964fc1
4823,12-10-2020,CO,79037,949672,1571329,370,,,6869,A,2116,7915,,,,73644,1747,3,22,2fcbfbe16b68e2ac158e5cbef0692aa21d9c5fb6
4824,12-10-2020,CT,61377,1835567,1896944,155,,,9522,B,4532,11845,1894490,,,58923,3633,2,0,0cfe9eb91a7e4d9383e0799e7507d4489bc162ab
4825,12-10-2020,DC,16022,422797,438819,87,21,,12539,A+,637,,,,,,,0,0,65b1aff6a6f355d5f925d47695d72d6a107b617a
4826,12-10-2020,DE,22289,291992,481441,105,25,,11493,A+,656,,,,24645,21209,576,2,0,2e0a431225833df0f981fa8cf3b0f224df5ca44a
4827,12-10-2020,FL,726934,4831259,8717711,2206,,,,A,15599,46541,7999103,7008414,947094,705750,,47,91,7f718a7d04ec6ec480b21e02f2e7636edc1a0c70
4828,12-10-2020,GA,332311,2835815,3168116,1666,,,,A,7429,29656,3168116,,311114,332311,,13,21,356941ce31b6156b0ac01542227ab0a4dcc3e03c
4829,12-10-2020,GU,3170,52520,55690,65,12,,2189,B,60,,55665,,,3161,,0,0,8ca5ead88ba1bb121cdb30bf52b76f3a074e689f
4830,12-10-2020,HI,13670,295153,454713,103,34,,10750,B,169,935,,,13426,13472,,1,6,11ef40989de67d417c989fe87031715ba6792d41
4831,12-10-2020,IA,95809,726331,822140,449,109,,76611,A+,1472,,,,,95809,,12,0,e9aecc2f6d385f8b0723583ae67d90623b9a98f0
4832,12-10-2020,ID,48066,292557,335670,192,45,,24304,A,507,2041,,,,43113,466,0,10,800dc4e825c43cd57fe048f186bef11194ec378f
4833,12-10-2020,IL,324930,6033369,6358299,1764,377,,,A,9243,,6355261,,,321892,8997,13,0,d1501eb86eca185ab4fa6c636f1e4e3ff75090be
4834,12-10-2020,IN,136555,1359297,2393732,1238,346,,102769,A+,3795,13984,2393732,,136966,,3568,6,124,2018eb83c7ebac518267e468e6e0095d0a235331
4835,12-10-2020,KS,67862,504219,572081,355,111,274,2301,A+,771,3239,,,,,,8,54,3d8debfcf7bca07f4f698f1045d341283a33357a
4836,12-10-2020,KY,80930,1495486,1565097,672,180,,13615,B,1255,6121,1565097,,,69611,1242,3,27,3319388e8d0a657a7660e507314824849b727f06
4837,12-10-2020,LA,174647,2317618,2492265,577,,,157873,A,5669,,2489737,,,172119,5476,14,0,5eac94a77b19cd287dc9b55b529ad2255bd91dc0
4838,12-10-2020,MA,139663,2293217,4815399,501,82,,116364,A+,9617,12882,4815399,,178806,136933,9401,13,11,349964af644dae0d9793f6ea78d2ec362aca8bc0
4839,12-10-2020,MD,131861,1610574,2916220,384,93,,7738,A,4003,16107,2916220,,158129,131861,3859,4,49,cd1e3db2faf36d025a6612e0cf0502abcb8646f1
4840,12-10-2020,ME,5752,485386,491138,7,5,,4998,A+,143,463,490461,483143,7005,5144,142,0,0,e34ba8ec56194ae1b38e512969377613b4e5b687
4841,12-10-2020,MI,151396,3909701,4061097,899,230,,104271,A+,7225,,4097809,3909701,188108,136465,6898,6,0,b7e3f8fb82657d5a97b98becbcd4abf1a3438f8d
4842,12-10-2020,MN,113439,1476313,2337122,446,140,,101376,A,2197,8421,,,,113439,2144,3,67,5fa1feceb5ae1aa3cac92494dec705eb6769b0fa
4843,12-10-2020,MO,144230,1303437,2075699,1313,,,,B,2422,,2075699,1908333,163531,144230,,0,0,2172c20657817df565a0fcfb9b094b62b710e454
4844,12-10-2020,MP,77,15121,15198,,,,29,D,2,4,19835,,,77,2,0,0,05d85ae9830d7630241e6598002c44e69114c6f1
4845,12-10-2020,MS,105228,704655,809883,600,136,,94165,A+,3101,6237,796968,,,95543,2829,0,184,2c023bf6609fd13cb41513b039c6a2433efb4925
4846,12-10-2020,MT,19125,381333,400458,291,,,11481,C,212,904,400458,,,19125,,2,12,2ebfef12baacedc81de6502d728cd55b48050a6f
4847,12-10-2020,NC,232747,3185067,3417814,1109,314,,206471,A+,3773,,3411026,,,225959,3738,3,0,bf02a7170694d08f4fce374ade8aa530417e9846
4848,12-10-2020,ND,27673,232602,691049,233,33,,22846,B,350,1099,717732,,,27644,,7,23,f25be8013c01b104c2df0e2ab09f1b9fbc4f6b54
4849,12-10-2020,NE,52382,459556,728422,304,,,36446,A,519,2526,728422,664473,62628,52382,,0,0,aa41818759bf65a53e0c1bc0980cc0a261edb278
4850,12-10-2020,NH,9143,284745,497910,22,,,8002,B,456,752,497910,,,8831,,1,2,2947ac9c2780094f9d2dc88e6ef74c6b3c6f6992
4851,12-10-2020,NJ,220462,3757500,3977962,662,163,,35464,B,16175,23906,3971597,,,214097,14387,1,12,ee02e9fee7d267f51713f0edba24bdc6a80c6be2
4852,12-10-2020,NM,33362,969544,1002906,127,,,18791,B,915,3735,1002906,,,,,4,25,cc07b05d78654447766fa0c2f25cf943a123351a
4853,12-10-2020,NV,86348,654820,1107492,509,136,,,A+,1664,,1143512,,,86348,,3,0,e56677bf841053a861ac2a8a11f81c65b2b56ef8
4854,12-10-2020,NY,475315,11656051,12131366,878,185,,77631,B,25587,89995,,,,,,13,0,1b33f7b78d534b34846b042be6251112294abbfd
4855,12-10-2020,OH,170179,3491745,3661950,949,242,,143826,A+,5005,16442,3661950,,182055,160321,4697,6,43,e1749115658558021459432ea70b351e5fb648ca
4856,12-10-2020,OK,100184,1240518,1340702,758,276,,85265,A+,1104,7284,1353634,1240518,110157,100184,,6,46,b7c262074e08adeab6c0110933bbf8b58f9cd5d3
4857,12-10-2020,OR,37467,707788,1204781,220,55,,5870,A+,599,2804,1204781,1142776,62005,35581,,0,63,b20d6c1881169f4e280b4f03430e9a2a3146635d
4858,12-10-2020,PA,173304,2044706,2218010,725,,,140376,A+,8368,,3381365,,,167068,,18,0,c38e85df4ce638edc11cce99e0193779d5407242
4859,12-10-2020,PR,27004,305972,332976,314,54,,24488,B,735,,310546,303412,7002,27004,554,5,0,d38a22b476aba92524a638b2b9b9355ef15058f3
4860,12-10-2020,RI,26831,352269,899794,126,13,,2463,A+,1137,2961,,862835,36959,,,3,11,cb705f960af3b7b429048216e323ac8f3ec9ac36
4861,12-10-2020,SC,158055,1339762,1497817,684,177,,78431,A+,3559,9600,1492004,1293052,198952,152242,3355,7,22,ec9b50d224d699dc8060751097923732df0dca21
4862,12-10-2020,SD,28925,190319,219244,278,,,22575,A,288,1886,335530,,,28289,,2,20,30cba58b678038a6f0f7d5d71684a78d33557495
4863,12-10-2020,TN,217682,2994038,3211720,945,269,,194836,A+,2774,9248,3201707,2948860,252847,207669,2649,7,33,eed962f71774acb4de7db0671b49179a6145bbfc
4864,12-10-2020,TX,795126,6396647,7191773,3870,1196,,705189,A,16558,,7191773,,867785,795126,,1,0,468076362c8432b8459950b7a55f848f8409f847
4865,12-10-2020,UT,86832,814165,1185818,259,94,385,63961,A+,522,4331,1185818,1092407,93411,86832,,5,25,af5a02e951f4a36269995cc36a388ab239ed77c0
4866,12-10-2020,VA,159570,2121521,2271842,965,205,,18539,A+,3361,11553,,,179640,150321,3122,3,34,829f393a900ab1b94155519e16d99e9c03db4211
4867,12-10-2020,VI,1325,20620,21945,,,,1289,D,20,,21974,,,,20,0,0,e00605bd722bef86288927f087fe383ce1cee257
4868,12-10-2020,VT,1880,170189,332568,0,,,1664,B,58,,332568,,,1875,58,0,0,a7a69fce84e8dc87f14b579f86d709338bd3dc58
4869,12-10-2020,WA,97015,1968403,2061438,352,59,,,B,2190,7786,,,,95402,2190,0,0,a2ec260e2773e25e73b6987523cfef3374d3f3e5
4870,12-10-2020,WI,160331,1545692,2689612,950,240,,121204,A+,1484,8454,,,,152192,1474,9,56,f1ab8dd524aa0713ce621649b170bd7dc3df5c3c
4871,12-10-2020,WV,18281,621153,639434,168,62,,13318,B,385,,638821,,,17668,381,3,0,cf7a4c31cf2c0d4c1a49a0e40c1a383dece6eaec
4872,12-10-2020,WY,7802,103176,216342,51,,,6058,B,54,338,216342,208467,7875,6628,,0,15,aa533cdd71d5348d47161f6a7e454ae861987f9f
4873,11-10-2020,AK,9712,493285,502997,57,,,5789,A,60,345,502997,493071,9620,,60,0,4,41b0a02a56b126765c06150bd4eb75ba3bc09da1
4874,11-10-2020,AL,165342,1064417,1210007,812,,1067,71240,A,2664,18179,,,,145590,2508,0,0,74c1003e967bb23d4623cd25b2066d40b4fd40b3
4875,11-10-2020,AR,92833,1058352,1146654,566,237,731,83454,A+,1569,5910,1146654,1058352,,88302,1421,17,10,fc59c6b3cf0eeda80591e5393150385cf0544134
4876,11-10-2020,AS,0,1616,1616,,,,,D,0,,1616,,,0,,0,0,1521460f8a3efe7901ada656a387681f31f11e30
4877,11-10-2020,AZ,225575,1345494,2395150,630,144,,37110,A+,5759,20253,2395150,,,220671,5472,0,24,4f6969d9904756a04797e6587b16fdacec938832
4878,11-10-2020,CA,846579,15200425,16047004,3103,735,,,B,16564,,16047004,,,846579,,64,0,9f7dbc18aae20fd6135620acde5485640b0f5732
4879,11-10-2020,CO,78461,944103,1560179,383,,,6835,A,2113,7893,,,,73116,1745,1,14,8193f932cd6cd2118ddcb09153c4030ed6cc2f14
4880,11-10-2020,CT,60038,1736501,1796539,134,,,9522,B,4530,11845,1794099,,,57598,3631,0,0,0095ab11bf60c71e2dc9e65abe0797c0f7f43494
4881,11-10-2020,DC,15984,420183,436167,86,26,,12531,A+,637,,,,,,,1,0,3275f180f14a598080cef8fc9660cd0bce1dab57
4882,11-10-2020,DE,22130,288440,475176,108,24,,11430,A+,654,,,,24512,21050,574,1,0,6bcd5e09eae25ed47a9c79be85799e64fff6e4a9
4883,11-10-2020,FL,725415,4816040,8680909,2123,,,,A,15552,46450,7967703,6979043,945112,704398,,180,249,521f2ac36fe7521bbc978c805c7c599826092aa7
4884,11-10-2020,GA,331409,2819630,3151029,1619,,,,A,7416,29635,3151029,,309993,331409,,23,24,bf9e38f2ca1d2f128371f8101f93da93937b59e9
4885,11-10-2020,GU,3078,51893,54971,60,12,,2072,B,60,,54477,,,3071,,1,0,b4011aa4d6959a829e3d677a3d86c61f059b40ba
4886,11-10-2020,HI,13569,295153,454713,103,34,,10713,B,168,929,,,13426,13371,,2,18,4165bd9315eac62574e57466514edf480b8b9af1
4887,11-10-2020,IA,95346,724114,819460,438,100,,76260,A+,1460,,,,,95346,,5,0,e2a19dcdd0fe3d810c06e0b82ef7580ab0472515
4888,11-10-2020,ID,47701,291069,333839,192,45,,24089,A,507,2031,,,,42770,466,1,18,27c55225d1dd0ebac6fc0b89224d2bd0786b377a
4889,11-10-2020,IL,322188,5988532,6310720,1776,388,,,A,9230,,6307682,,,319150,8984,9,0,eddcac83127829f203a7462593576abbbc8b852b
4890,11-10-2020,IN,134981,1351201,2387385,1232,349,,101184,A+,3789,13860,2387385,,136318,,3562,7,104,741a9db37f20d5353712e9c46fb9aa1e7db26588
4891,11-10-2020,KS,65807,494382,560189,469,119,271,2275,A+,763,3185,,,,,,0,0,8fed0dcff6c1931e34b86716ea9283c14c8848e9
4892,11-10-2020,KY,80292,1467733,1536175,652,170,,13539,B,1252,6094,1536175,,,69138,1239,3,0,df70da22f9efba2b36a4d603848733c5b4e88a27
4893,11-10-2020,LA,174587,2314281,2488868,563,,,157873,A,5655,,2486340,,,172059,5462,20,0,fe0f6aa3ee207c0e764627e560b4559ec166580f
4894,11-10-2020,MA,138903,2275181,4748004,511,85,,116364,A+,9604,12871,4748004,,177860,136168,9388,17,10,8868816cebf7faea863de0590d23147340497cdf
4895,11-10-2020,MD,131357,1600487,2892265,393,90,,7738,A,3999,16058,2892265,,157516,131357,3854,4,52,719da298968a35281c8343b14dfb35ae36f791e9
4896,11-10-2020,ME,5723,485386,491109,7,5,,4970,A+,143,463,490461,483143,7005,5128,142,0,1,224f663a98e64fea69e5c3e10a0583591bef11c4
4897,11-10-2020,MI,149464,3860845,4010309,862,220,,104271,A+,7219,,4046782,3860845,185937,134656,6891,0,0,f38bf332c34bbe3c6410d47c300c7871c27bf59c
4898,11-10-2020,MN,112268,1466456,2318810,471,133,,100171,A,2194,8354,,,,112268,2141,10,52,1002500c7738b2e8b86ebfd9854211d4ec547995
4899,11-10-2020,MO,144230,1303437,2075699,1313,,,,B,2422,,2075699,1908333,163531,144230,,0,0,c12536dbf7f66ff67c4d30f8deb874563bc091f6
4900,11-10-2020,MP,77,15121,15198,,,,29,D,2,4,19835,,,77,2,0,0,14cf66ce16737b07fd09df7f4b27cc83b100ddc2
4901,11-10-2020,MS,104932,704655,809587,600,136,,90577,A+,3101,6053,796968,,,95289,2829,5,0,dcaed097cfe67ab60364e53512cf8def7e1114c5
4902,11-10-2020,MT,18702,371556,390258,286,,,11361,C,210,892,390258,,,18702,,1,7,ebe8a5506462729202d098ddd24a2ac7dbdd4116
4903,11-10-2020,NC,231471,3156779,3388250,1046,288,,192644,A+,3770,,3381506,,,224727,3735,5,0,0a2fc76d7eddd6f2fa1fd1e862a61af68fa98354
4904,11-10-2020,ND,27200,231771,685711,231,46,,22500,B,343,1076,712136,,,27177,,3,14,ea7cfbdcf90326e35ebde96b280be13325b3b196
4905,11-10-2020,NE,51887,457034,723250,305,,,36091,A,519,2526,723250,659869,62066,51887,,0,27,63f6689b39a96eb083e34e4151366700f0cad4de
4906,11-10-2020,NH,9092,283649,493109,21,,,7945,B,455,750,493109,,,8802,,0,0,b8966bc5e63e752e7b9ae7644e61504fec925693
4907,11-10-2020,NJ,219909,3701144,3921053,619,153,,35404,B,16174,23894,3914021,,,213628,14386,3,26,dfb9b2af84a370852c0a6f615b7b00cb2de53a23
4908,11-10-2020,NM,32983,964390,997373,120,,,18680,B,911,3710,997373,,,,,4,6,9afbf3de83ec711455bb3decde0fd51435aad470
4909,11-10-2020,NV,85779,652525,1105227,519,133,,,A+,1661,,1135445,,,85779,,2,0,3645bc6f0010c7a67cb8ca3da56df1fb5c15ad15
4910,11-10-2020,NY,474286,11565287,12039573,820,186,,77631,B,25574,89995,,,,,,5,0,0138077c9aa5f4a0a0077d40f99b164c484b565f
4911,11-10-2020,OH,168749,3454572,3624499,887,220,,143123,A+,4999,16399,3624499,,180638,158959,4691,2,44,42bd70952a773059653cddef708c65fed3cb60eb
4912,11-10-2020,OK,99387,1240518,1339905,758,276,,84520,A+,1098,7238,1353634,1240518,110157,99387,,3,20,0f01bc2d40996332b8ba42d96e925e7b44fe7f3c
4913,11-10-2020,OR,37262,703971,1197997,212,49,,5870,A+,599,2741,1197997,1136240,61757,34685,,0,0,6ba6d27ac35cb4f342e618f1b5f6b4b5e557f534
4914,11-10-2020,PA,172216,2033645,2205861,706,,,138550,A+,8350,,3326440,,,166081,,6,0,7c4b8b8b1b799fd1332d13d672a0e8867042bdd6
4915,11-10-2020,PR,26776,305972,332748,324,51,,24533,B,730,,310546,303412,7002,26776,551,2,0,d5aad96b862989bdbbea977c45bc97ca3fae46e1
4916,11-10-2020,RI,26750,351100,896450,125,13,,2455,A+,1134,2950,,859585,36865,,,2,16,a4dd0b9dee5a693842b64d7807c64966d60ea26c
4917,11-10-2020,SC,157406,1327252,1484658,685,176,,78115,A+,3552,9578,1478901,1280819,198082,151649,3348,1,17,f7955cb3abd41aa14f1211520383911db592f531
4918,11-10-2020,SD,28564,189547,218111,266,,,22413,A,286,1866,331978,,,27943,,0,37,58902fc376ca2f130076b2cff0c0aed0a0c09e9f
4919,11-10-2020,TN,214717,2957644,3172361,1124,307,,193849,A+,2767,9215,3162492,2912759,249733,204848,2642,9,35,820c0cbbc48471739f0b1642641d5e5f19530868
4920,11-10-2020,TX,792478,6378262,7170740,3622,1142,,703662,A,16557,,7170740,,865350,792478,,31,0,737a94a9e5d5eeb35656fbfbccac07c075e89fed
4921,11-10-2020,UT,85844,810922,1179384,274,99,385,63307,A+,517,4306,1179384,1086703,92681,85844,,7,31,aab6759de77212884267c1d2e4d9b84059cdf55f
4922,11-10-2020,VA,158716,2107189,2256820,924,201,,18492,A+,3358,11519,,,176851,149631,3120,4,18,c63ba00396a87f9cdced74b2aa317917ef33ce75
4923,11-10-2020,VI,1325,20620,21945,,,,1289,D,20,,21974,,,,20,0,0,866482616d6e38a511415f11b5df7b9cb8934689
4924,11-10-2020,VT,1871,169345,325665,0,,,1659,B,58,,325665,,,1866,58,0,0,634f9e13723f5dcb68b9ae3cb045589c7dfb2f01
4925,11-10-2020,WA,96632,1968403,2061438,373,70,,,B,2190,7786,,,,95027,2190,0,24,e85567b7cf839f57d7a8607f85fefe65130c8c23
4926,11-10-2020,WI,158315,1537877,2664673,872,229,,119747,A+,1475,8398,,,,150236,1465,7,79,ed7d1384de491ec8c40d1f020514d54aae62789a
4927,11-10-2020,WV,18128,615814,633942,173,58,,13167,B,382,,633333,,,17519,378,1,0,7fd3cbb46c3fb9a6c69bd350bf549ddc0228b976
4928,11-10-2020,WY,7611,103176,210509,54,,,5877,B,54,323,210509,202933,7576,6476,,0,0,ccfeb0761ab5acc009217c6c40d85d7e5f4bd3d1
4929,10-10-2020,AK,9462,489791,499253,66,,,5761,A,60,341,499253,489481,9466,,60,0,2,45fa098ba38a3484d7d72d018afda083c03fbf94
4930,10-10-2020,AL,164526,1059419,1204320,792,,1065,71240,A,2664,18179,,,,144901,2508,11,190,d921b7b34cae9c567475d21bdec6e8713e80d9b0
4931,10-10-2020,AR,92220,1049968,1137716,554,234,730,82924,A+,1552,5900,1137716,1049968,,87748,1405,49,95,949ecc40ebdeb374ff98cad90bb4b2f5658c9fda
4932,10-10-2020,AS,0,1616,1616,,,,,D,0,,1616,,,0,,0,0,46e744a8162c90ea8ba5c6d77ef5335479e71b15
4933,10-10-2020,AZ,224978,1335929,2385045,685,145,,36920,A+,5759,20229,2385045,,,220086,5472,13,30,859f4bd1e65a1dd4c70007c1fb65c4d825350fa0
4934,10-10-2020,CA,842776,15035669,15878445,3084,732,,,B,16500,,15878445,,,842776,,72,0,0a1d6b680548fda8e4c9452d24b379558d6e788f
4935,10-10-2020,CO,77642,934531,1541162,365,,,6814,A,2112,7879,,,,72316,1744,9,24,04e481c8e3ed8132af8d7cd67005e03ed26c6fc9
4936,10-10-2020,CT,60038,1736501,1796539,134,,,9522,B,4530,11845,1794099,,,57598,3631,0,0,d87c025219ddf93f6596c82669bf44d5c1edc069
4937,10-10-2020,DC,15918,413181,429099,99,27,,12492,A+,636,,,,,,,2,0,0849560e44bc08f655faa916e6c54ea31c66de36
4938,10-10-2020,DE,21998,285647,466823,103,21,,11338,A+,653,,,,24327,20917,573,2,0,91e2d9fe7460225ffc85698397a3bee7a371890c
4939,10-10-2020,FL,720001,4789241,8575105,2077,,,,A,15372,46201,7876609,6895066,938197,699734,,0,0,51d9850f5e19ba3ef2e064bb8b45db9b29db8f63
4940,10-10-2020,GA,330269,2802290,3132549,1646,,,,A,7393,29611,3132549,,308919,330269,,45,101,e8541b7e413d3910681fe8ff264993be4eb63830
4941,10-10-2020,GU,3056,51760,54816,62,13,,2072,B,59,,54477,,,3049,,1,0,82a26df4efa4af4e6399557fc8259102f5f849ed
4942,10-10-2020,HI,13498,295153,447810,106,29,,10651,B,166,911,,,13244,13300,,2,11,3e2a04c29045c354c0e64f8243948fc16ee193d1
4943,10-10-2020,IA,94271,719807,814078,450,101,,75948,A+,1455,,,,,94271,,18,0,f18a3011b575e2e079e22dbf404bf941d05c027f
4944,10-10-2020,ID,47088,288702,330962,192,45,,23881,A,506,2013,,,,42260,464,3,16,91ac8396bd4146af8107e9cfe5084b65c67d070f
4945,10-10-2020,IL,319461,5927212,6246673,1807,406,,,A,9221,,6243635,,,316423,8975,30,0,a29bd2ff20d74711669efe8b75d81830634c088a
4946,10-10-2020,IN,133411,1341228,2378319,1180,339,,101184,A+,3782,13756,2378319,,135649,,3555,21,108,532971db820301dd0c1c6e90484f6654dfcbef6d
4947,10-10-2020,KS,65807,494382,560189,469,119,271,2275,A+,763,3185,,,,,,0,0,d84334901b1b4f01c2a32d7615cb92ada787d95d
4948,10-10-2020,KY,79445,1467733,1536175,652,170,,13539,B,1249,6094,1536175,,,68442,1236,7,61,f56e7d2e887e6570776f00ed3831a58214bcaf48
4949,10-10-2020,LA,173406,2276681,2450087,582,,,157873,A,5635,,2447559,,,170878,5442,0,0,af2a8ac4714940af2adfc92aba7a161a9632b469
4950,10-10-2020,MA,138340,2259954,4670758,531,86,,116364,A+,9587,12861,4670758,,177148,135598,9372,10,15,d396705f6890b90a51f68d0d758e03daa34d028d
4951,10-10-2020,MD,130795,1589007,2863083,383,91,,7721,A,3995,16006,2863083,,156068,130795,3850,5,50,dfa082de34533d670eb30f1cccbffe174f7246b0
4952,10-10-2020,ME,5696,485386,491082,7,5,,4951,A+,143,462,490461,483143,7005,5105,142,0,2,3c0d44289acbc70e3cb90594728f09a910967ceb
4953,10-10-2020,MI,149464,3860845,4010309,862,220,,104271,A+,7219,,4046782,3860845,185937,134656,6891,19,0,976645a1a68e99f1e4ce271153a3a051f810cff3
4954,10-10-2020,MN,110828,1450275,2288662,471,133,,99054,A,2184,8302,,,,110828,2131,10,51,ca38da6377c24f5e3be594194496ed68b8c163f1
4955,10-10-2020,MO,144230,1303437,2075699,1313,,,,B,2422,,2075699,1908333,163531,144230,,27,0,2d6ca1ddeb33ef198d6de20c9d7c474ef524ffc3
4956,10-10-2020,MP,77,15121,15198,,,,29,D,2,4,19835,,,77,2,0,0,89385ce585122881b5085992840680bcb01e81ed
4957,10-10-2020,MS,104638,704655,809293,600,136,,90577,A+,3096,6053,796968,,,95088,2825,16,0,a40527ed4da1ad05cbd2000a9e0707c217864ccd
4958,10-10-2020,MT,18117,370532,388649,280,,,11361,C,209,885,388649,,,18117,,3,17,1e2b0a89ba5e9a54d7d1d39c518a9ea906941682
4959,10-10-2020,NC,229752,3121063,3350815,1034,281,,192644,A+,3765,,3344152,,,223089,3731,18,0,ebb12afe006ee0d97d6e96bd28a43ba8caf3b8d5
4960,10-10-2020,ND,26563,230558,678197,219,42,,22123,B,340,1062,704274,,,26540,,15,25,2af7604fccf708de811970f0b9070965d290f419
4961,10-10-2020,NE,51144,453288,715692,299,,,36091,A,519,2499,715692,653140,61254,51144,,5,18,9018c9abb87f3462e2e2d8c76e1590c4c8354fba
4962,10-10-2020,NH,9092,283649,493109,21,,,7945,B,455,750,493109,,,8802,,6,3,0ada1ed54f1a89738f4cf22d65574421f0c989a1
4963,10-10-2020,NJ,219062,3701144,3920206,641,156,,35326,B,16171,23868,3914021,,,212877,14383,7,47,b1c54e7a26d9bb9536c9f3ee66ff2ab7dab2ee4c
4964,10-10-2020,NM,32722,956930,989652,130,,,18621,B,907,3704,989652,,,,,5,26,cab94065f9c6042b31cd25dd7656aab7b9f6dbec
4965,10-10-2020,NV,85399,649544,1100315,519,133,,,A+,1659,,1128337,,,85399,,2,0,5d289c7ddf1963ddbec330460695866f37bf03ae
4966,10-10-2020,NY,473143,11448176,11921319,826,179,,77514,B,25569,89995,,,,,,8,0,ee280d634229de3524bb79cda17fbc523d0dffdd
4967,10-10-2020,OH,167458,3416399,3580126,862,223,,142479,A+,4997,16355,3580126,,178998,157764,4689,3,54,0252a91447d22d0a1cd3a1bcf49810d71fa15237
4968,10-10-2020,OK,98621,1240518,1339139,758,276,,83633,A+,1095,7218,1353634,1240518,110157,98621,,4,94,ffbd13e306b9fa1c31550a838c9439a8c1fbd6a8
4969,10-10-2020,OR,36935,699663,1189305,212,49,,5870,A+,599,2741,1189305,1127896,61409,34685,,2,0,0093e2485c3cb3fb9fbb8d77d2e91cc7c520ff81
4970,10-10-2020,PA,171050,2019440,2190490,732,,,138550,A+,8344,,3326440,,,164962,,36,0,8e3e73b840363972cae133497622b65079536c5f
4971,10-10-2020,PR,26558,305972,332530,347,55,,24129,B,728,,310546,303412,7002,26558,548,8,0,1f22da3b7f5561244304f31a0f016fca7b95bb29
4972,10-10-2020,RI,26580,347271,882750,119,12,,2446,A+,1132,2934,,846115,36635,,,2,32,db14b18c5d630313ee30f0d00bd9c5ae477df233
4973,10-10-2020,SC,156621,1313690,1470311,728,179,,77700,A+,3551,9561,1464605,1267427,197178,150915,3346,21,42,83236e02f6a1d9bdc22db35d0418157e83515c35
4974,10-10-2020,SD,27947,188538,216485,267,,,22128,A,286,1829,328306,,,27401,,9,47,b5c8a5666dd5ab3ed4f9eaf2c200628846e4762c
4975,10-10-2020,TN,212649,2928583,3141232,1156,320,,192958,A+,2758,9180,3131539,2883885,247654,202956,2634,26,47,3678bc8b432c8896b135fd59e1e045a71a536c98
4976,10-10-2020,TX,790060,6346841,7136901,3628,1137,,701583,A,16526,,7136901,,861853,790060,,94,0,4b74484246f11eec7223555662fc2b90f1fbdbb1
4977,10-10-2020,UT,84644,806075,1168570,246,89,385,62401,A+,510,4275,1168570,1077001,91569,84644,,5,55,a568b77fa4d15d2aa6c99640c21636054884747f
4978,10-10-2020,VA,157905,2089271,2238204,943,208,,18447,A+,3354,11501,,,176851,148933,3116,10,54,bd601991a7c9b7ab69c31ac2466a42d38f33eb0b
4979,10-10-2020,VI,1324,20434,21758,,,,1286,D,20,,21792,,,,20,0,0,8ec17c162bf9ebb86ac8471a18f2bac0785f635b
4980,10-10-2020,VT,1861,167751,319294,0,,,1651,B,58,,319294,,,1856,58,0,0,c414626a019675470538af375921b372a2ad9a5f
4981,10-10-2020,WA,95931,1945386,2037946,364,69,,,B,2190,7762,,,,94360,2190,7,29,332f57f9fbf8a43ce26d66bc8534b0d46e314c59
4982,10-10-2020,WI,155602,1530306,2636412,870,232,,117865,A+,1468,8319,,,,147560,1458,17,120,33e8447f281e2bafe7b42f7b8779c35b60cfab39
